Nombre,Apellido,Género,Edad,Endeudamiento,Tipo de pensionista,Delito de mayor gravedad ,Cantidad de hijos,Lugar de residencia,Participación en un voluntariado,Estado civil,Participación anterior,Fumador,Preferencia viaje,Pension anual,Años tributados,Maltrato,Discapacidad
Eufemia,Peláez,female,59,False,3,0,0,1,False,2,False,0,4,19855,36,False,0
Macario,Campoy,male,69,False,5,0,2,4,False,2,False,0,4,12961,35,False,0
Eustaquio,Almeida,male,68,False,3,0,2,1,True,2,False,0,5,11369,39,False,0
Hernando,Paredes,male,98,False,2,2,5,4,False,2,False,0,2,14640,43,False,0
Juan Francisco,Batalla,unknown,81,False,1,0,6,1,True,2,False,0,2,20719,44,False,0
Leticia,Roselló,female,73,False,3,0,1,1,True,2,False,0,3,21267,40,False,0
Socorro,Orozco,female,78,False,4,0,2,1,False,2,False,1,2,26026,31,False,3
Tecla,Cisneros,female,71,True,4,0,1,4,True,2,False,0,1,15987,37,False,3
Jenaro,Ruano,male,70,False,1,0,2,1,False,2,False,0,4,21864,36,False,0
Matias,Egea,male,79,False,2,0,2,1,False,2,True,0,1,22848,41,False,0
Fidel,Ibáñez,male,67,False,6,0,0,4,False,3,True,0,2,15106,44,False,3
Anna,Cerezo,female,69,True,5,0,0,1,False,2,True,1,2,14819,41,False,0
Benita,Sanchez,female,74,False,2,0,1,2,True,2,False,0,3,12943,37,True,0
Severiano,Merino,male,78,False,6,0,2,2,False,2,False,0,5,20737,41,False,0
Rosalina,Amaya,female,66,True,1,0,2,1,False,2,False,0,5,25195,31,False,1
Cirino,Manjón,male,71,True,3,0,2,1,True,2,False,2,3,17389,44,False,0
Manuel,Espinosa,male,68,True,6,0,2,4,True,3,False,0,3,21186,32,False,0
Federico,Gracia,male,81,False,5,0,2,1,True,2,False,0,4,16680,42,False,0
Cirino,Garriga,male,58,False,4,0,2,1,False,3,False,0,3,13449,43,False,0
Zacarias,Belmonte,male,71,True,3,0,1,2,False,2,False,0,4,13660,40,False,0
Jose Maria,Benito,unknown,61,True,3,0,3,4,False,2,False,0,4,31961,37,False,0
Anita,Manjón,female,83,False,2,2,1,1,True,1,False,0,4,20628,43,False,0
Mariano,Solís,male,83,False,4,0,2,1,False,2,False,0,5,16634,20,False,0
Dionisia,Terrón,female,65,True,2,0,1,1,True,2,False,0,1,14181,43,False,3
Nicolasa,Larrea,female,62,False,6,0,8,4,False,2,False,0,4,20175,44,False,3
Hipolito,Alcalá,male,76,False,4,0,2,4,True,2,True,0,4,16081,40,False,0
Jose Miguel,Tamayo,unknown,66,False,4,0,2,1,False,2,False,1,1,15443,37,False,3
Angela,Plaza,female,65,False,1,0,2,1,False,2,True,0,3,11150,29,False,0
Eufemia,Sanabria,female,59,False,2,0,2,1,False,3,False,0,3,14516,39,False,0
Bernabe,Carpio,unknown,67,True,2,0,0,1,True,2,False,0,1,27739,24,False,0
Esmeralda,Roldan,female,75,False,4,0,2,2,False,1,False,0,4,17999,34,False,0
Tiburcio,Tapia,male,65,False,4,0,0,1,False,1,False,0,3,16680,38,False,0
Maribel,Gomila,female,68,False,3,0,2,1,True,2,False,0,3,21949,41,False,0
Adelina,Maza,female,63,False,5,0,2,2,False,1,False,2,2,19389,40,False,0
Simon,Figueras,male,73,False,6,0,7,1,True,3,False,0,2,17381,29,False,0
Rene,Clemente,male,64,True,4,0,2,1,False,2,False,0,3,12280,41,False,0
Simon,Alsina,male,71,False,6,0,2,1,False,1,False,0,3,12072,28,False,0
Delia,Valderrama,female,64,False,6,0,2,1,True,1,False,0,2,11206,42,False,2
Maria Manuela,Benet,unknown,72,False,6,0,5,4,False,2,False,0,4,21043,43,False,3
Casandra,Maza,female,65,True,1,0,2,1,False,2,True,0,2,15952,36,False,0
Rocio,Álvarez,unknown,79,False,1,0,2,1,True,1,False,0,4,15552,44,False,0
Chita,Águila,female,79,False,6,0,6,1,True,1,False,0,3,21162,40,False,0
Ovidio,Saavedra,male,69,False,2,0,2,1,False,1,False,0,3,23877,39,False,2
Virginia,Angulo,female,59,False,5,0,2,4,True,2,False,0,4,14734,44,False,0
Genoveva,Rodrigo,female,65,False,3,0,1,1,True,2,True,0,4,16164,22,False,0
Nidia,Cobo,female,66,False,1,0,2,4,False,2,False,0,3,13962,43,False,0
Amilcar,Casanovas,male,73,False,6,0,1,1,True,2,False,0,1,11815,40,False,0
Isaias,Castell,male,68,True,3,0,2,2,True,3,False,1,4,16268,40,False,0
Marciano,Folch,male,83,False,5,0,5,1,True,2,False,0,5,13652,33,False,0
Mercedes,Gallardo,female,76,True,5,0,2,1,False,1,False,0,2,11658,41,False,0
Adoracion,Angulo,unknown,60,False,4,0,1,1,True,2,False,0,4,18654,41,False,0
Dalila,Toro,female,83,False,6,0,2,1,False,2,False,0,3,24067,41,False,0
Ursula,Guzman,female,75,False,6,0,1,1,True,2,False,0,2,39076,40,False,0
Sabina,Montesinos,female,68,False,4,0,0,1,True,2,False,0,3,14253,35,False,0
Patricio,Alcázar,male,75,False,5,0,1,2,True,3,False,0,2,25367,44,False,0
Marita,Ruano,female,74,False,2,0,2,1,False,2,True,0,4,20313,31,False,0
Lara,Camino,female,65,False,5,0,2,1,False,1,False,0,3,17190,15,False,3
Oscar,Herrera,male,97,True,3,0,6,1,False,2,False,1,3,27358,27,False,3
Florentino,Andrés,male,62,False,3,0,2,1,True,2,False,0,4,16992,41,False,3
Epifanio,Suárez,male,72,False,1,0,2,1,False,2,False,0,3,29827,44,False,0
Alex,Gómez,male,73,False,1,0,4,1,True,2,False,0,4,15239,32,False,1
Alvaro,Casanova,male,69,False,6,0,1,1,False,2,False,0,2,12772,44,False,0
Gil,Fernandez,male,71,False,6,0,1,1,True,2,False,1,4,24290,43,False,0
Joan,Seguí,female,65,False,6,3,0,1,True,2,True,0,4,20964,40,False,3
Jovita,Osorio,female,68,False,3,0,0,1,False,1,False,0,2,14368,39,False,0
Agata,Noguera,female,58,False,6,0,4,1,False,2,False,0,2,13146,43,False,0
Vera,Jaume,female,68,False,3,0,1,4,True,2,True,0,4,20299,40,False,0
Jesus,Flor,mostly_male,67,False,1,0,2,1,True,2,False,0,1,11024,44,False,0
Adora,Luna,unknown,64,False,1,0,2,1,False,1,False,0,3,30300,41,False,3
Narciso,Montserrat,male,59,True,2,0,2,1,False,2,False,0,3,16182,30,False,0
Arturo,Correa,male,63,False,6,0,2,1,False,3,False,0,1,20475,42,False,2
Emiliana,Corbacho,female,66,True,4,0,1,1,False,3,False,0,2,31743,40,False,0
Adelina,Roma,female,72,False,2,0,0,1,False,2,False,1,3,17561,35,False,0
Rosa Maria,Paniagua,unknown,73,False,3,0,0,4,False,1,False,0,4,26871,39,False,0
Aranzazu,Taboada,unknown,60,False,2,0,1,4,False,1,False,0,2,14817,40,False,0
Olegario,Peña,male,63,False,2,0,0,1,False,1,False,0,2,21992,44,False,0
Eugenio,Espejo,male,76,False,4,0,1,1,False,2,False,0,4,12283,43,False,1
Diego,Miralles,male,58,False,2,0,0,1,False,1,False,1,2,19696,36,False,0
Vera,Torre,female,71,False,4,0,0,1,True,3,False,0,5,20420,31,False,0
Salud,Guardiola,female,72,False,4,0,1,4,False,2,False,0,1,17875,41,False,0
Benigno,Gámez,male,69,False,6,0,1,1,False,1,False,0,4,21241,40,False,0
Carolina,Mancebo,female,82,False,6,0,2,1,False,3,False,0,4,25346,31,False,2
Jonatan,Arribas,unknown,65,False,2,0,0,1,False,1,True,0,1,20893,35,False,0
Toribio,Rovira,male,74,False,3,0,2,1,False,3,False,1,2,14047,44,False,0
Ivan,Ariza,male,71,False,5,0,3,1,True,2,False,0,4,18918,42,False,0
Monica,Español,female,70,False,6,0,0,1,True,2,False,0,2,16243,44,False,0
David,Otero,male,78,False,4,0,2,1,False,1,False,0,1,19449,43,False,2
German,Bauzà,male,63,False,5,0,2,1,False,2,True,0,4,26993,41,False,0
Eustaquio,Bonilla,male,61,False,6,0,1,1,True,2,False,0,4,15448,22,False,0
Jose Mari,Baños,unknown,63,False,6,0,4,4,False,1,True,0,1,16470,42,False,0
Primitiva,Roura,female,74,False,4,0,2,1,False,2,True,0,4,18340,41,False,0
Visitacion,Rosales,unknown,68,False,5,0,2,2,True,2,False,0,2,13186,42,False,3
Aureliano,Múgica,male,61,False,2,0,3,1,False,2,True,0,1,14868,37,False,0
Maria Pilar,Castañeda,unknown,68,False,2,0,2,4,False,1,True,0,5,17944,35,False,0
Artemio,Verdugo,male,66,False,6,0,2,1,False,3,False,0,4,20432,43,False,2
Etelvina,Piñol,female,68,False,2,0,1,1,False,1,False,1,3,16044,37,False,0
Nando,Tamayo,male,61,False,5,2,1,1,False,3,False,0,2,20842,41,False,3
Pacifica,Roda,female,67,False,6,0,2,1,False,1,False,0,3,19493,17,False,0
Pancho,Fabra,male,61,True,5,0,2,1,True,2,False,0,3,25658,36,False,3
Dalila,Carrasco,female,72,True,4,0,2,2,False,3,False,0,2,15476,44,False,0
Febe,Marco,unknown,76,False,6,0,2,1,True,2,False,0,1,14593,44,False,0
Roque,Contreras,male,71,False,5,0,0,1,False,3,False,0,3,13362,40,False,0
Priscila,Alfaro,female,65,True,6,0,2,1,False,3,False,0,1,30635,44,False,0
Florentino,Córdoba,male,77,False,1,0,2,4,False,2,False,0,2,14934,34,False,0
Josefina,Cabezas,female,66,False,1,0,5,1,False,1,False,1,5,18444,44,False,0
Eusebio,Carreras,male,61,False,4,0,4,4,False,2,False,0,2,11543,44,False,0
Bautista,Díaz,male,62,False,4,0,2,4,False,2,False,0,2,38914,31,False,3
Elpidio,Narváez,male,69,True,5,3,1,1,True,3,False,0,4,14179,40,False,0
Jacobo,Espejo,male,65,False,3,0,4,1,False,2,False,1,4,21544,36,False,0
Amalia,Domingo,female,68,False,6,0,2,6,True,3,False,0,3,19497,35,False,3
Reinaldo,Toledo,male,67,True,4,0,0,2,True,2,False,0,3,12970,42,False,1
Simon,Serrano,male,78,False,6,0,3,1,True,2,False,0,5,20498,43,False,0
Baudelio,Goicoechea,male,60,True,5,0,1,1,False,2,False,0,3,17673,44,False,0
Plinio,Larrañaga,male,93,False,3,0,0,4,True,2,False,0,3,36439,37,False,2
Fito,Ibáñez,unknown,80,True,3,0,0,1,True,2,False,0,5,15930,39,False,0
Ale,Jover,male,58,False,5,0,2,1,True,3,False,0,4,18471,21,False,0
Artemio,Font,male,74,False,1,0,0,1,False,3,False,1,3,23311,40,False,0
Luis Miguel,Pagès,unknown,61,False,4,0,0,4,False,3,False,0,5,14845,44,False,3
Lupita,Arco,female,63,True,1,0,8,1,False,3,False,0,3,11913,40,False,2
Renato,Saldaña,male,63,True,1,0,1,2,False,2,False,0,2,23638,43,False,0
Fabiana,Estévez,female,64,False,6,0,8,2,False,3,False,0,1,17562,16,False,0
Victor,Mata,male,66,True,2,0,2,1,False,3,False,0,2,11055,43,False,2
Natividad,Caparrós,female,58,False,5,0,2,1,False,3,True,0,3,20109,32,False,1
Monica,Menéndez,female,74,False,4,0,2,1,False,2,False,0,4,29226,42,False,0
Jenaro,Avilés,male,78,False,4,0,8,1,True,2,False,0,1,28177,43,False,0
Jonatan,Casal,unknown,78,False,4,0,2,1,False,1,False,1,3,14838,42,False,0
Carmen,Izaguirre,female,60,False,1,2,2,1,True,3,False,0,4,18582,41,False,0
Graciano,Palmer,male,75,False,4,0,2,2,True,2,False,0,4,22698,40,False,0
Jose Antonio,Cabanillas,unknown,85,False,3,0,0,1,True,2,False,0,5,16298,23,False,3
Juanito,Bello,male,68,True,6,0,1,1,True,3,False,0,4,20430,43,False,0
Chelo,Santamaría,female,75,False,1,0,2,1,False,2,False,0,4,29021,20,False,0
Apolonia,Serna,female,61,False,6,0,7,1,True,2,False,0,3,12928,44,False,0
Xavier,Almansa,male,70,False,5,2,1,4,False,2,True,0,3,20831,38,False,0
Ascension,Jerez,female,69,False,3,0,2,1,False,2,False,0,4,18966,36,False,0
Alberto,Uría,male,66,True,3,0,2,1,False,2,False,0,3,16534,44,False,2
Fito,Mínguez,unknown,75,False,3,0,2,1,True,2,False,0,2,14020,44,False,0
Juan Jose,Pinedo,unknown,65,False,2,0,2,1,False,2,False,0,2,22413,24,False,0
Amado,Villa,male,61,False,6,0,2,4,True,2,False,0,3,11876,44,False,3
Jordan,Valbuena,male,70,False,3,0,0,4,False,2,False,0,5,14610,38,False,0
Toni,Francisco,male,80,False,3,0,2,4,True,3,False,0,4,14375,17,False,0
Jacinta,Casanova,female,70,False,5,0,1,1,False,2,False,0,2,23396,24,False,1
Ainara,Sanabria,female,74,False,2,0,1,1,False,3,True,0,4,19566,26,False,3
Agapito,Duran,male,84,True,1,0,1,1,False,2,True,0,1,24571,40,False,0
Rene,Izaguirre,male,59,False,5,0,0,2,True,3,False,0,3,26162,40,False,0
Gisela,Águila,female,61,False,2,0,2,1,False,3,False,0,2,31362,36,False,0
Jennifer,Escobar,female,93,False,4,0,2,1,True,2,False,0,1,18213,37,False,3
Morena,Barranco,female,64,False,1,0,4,1,False,3,False,0,5,12847,30,True,0
Reyes,Noguera,female,77,False,6,0,1,1,False,2,False,0,2,16668,37,False,3
Emiliano,Escrivá,male,65,True,6,0,0,1,True,1,False,0,1,21120,39,False,3
Heraclio,Orozco,male,82,False,2,0,1,1,True,2,False,0,4,18280,37,False,0
Jose,Amo,male,74,False,3,0,2,1,False,2,False,0,2,22033,30,False,3
Evelia,Dalmau,female,87,False,2,0,2,1,False,2,False,0,3,14620,44,False,1
Gaston,Andres,male,62,False,2,0,2,2,False,2,False,0,1,15311,40,False,3
Evaristo,Cuadrado,male,79,True,3,0,2,1,False,2,False,0,5,13011,30,False,3
Rocio,Grande,unknown,64,False,4,2,6,1,True,3,False,0,3,25704,39,False,0
Juana,Gracia,female,69,True,5,0,0,1,False,2,False,0,3,15308,42,False,0
Maria Cristina,Barón,unknown,68,True,3,0,0,4,True,2,True,0,1,21957,43,True,3
Benigna,Cárdenas,female,60,False,6,0,0,1,False,3,False,0,3,26898,43,False,0
Toni,Domingo,male,66,False,2,0,0,1,False,2,True,0,2,15765,44,False,3
Aitana,Verdugo,female,72,True,5,0,0,2,False,2,False,0,5,19158,38,False,0
Yolanda,Lobo,female,81,False,5,0,2,1,False,3,False,0,2,18968,43,False,0
Bonifacio,Pulido,male,61,False,5,0,0,1,False,2,False,0,4,16873,24,False,3
Amaya,Lucas,female,73,False,6,0,2,2,False,1,False,0,3,19434,44,True,0
Miriam,Beltran,female,78,False,6,0,1,1,False,1,False,0,1,12109,41,False,0
Juanita,Olivares,female,60,False,6,0,3,1,False,3,True,0,5,27882,25,False,3
Nydia,Olivares,female,65,True,1,0,0,1,False,3,False,1,2,17158,35,False,3
Soraya,Miralles,female,77,False,4,0,2,1,False,2,False,0,2,16531,43,False,1
Iban,Bilbao,male,70,False,6,0,6,1,False,3,False,0,3,15356,23,False,0
Belen,Royo,unknown,84,False,3,0,0,1,False,3,False,0,2,13464,42,False,0
Lino,Casas,male,68,False,6,0,0,1,False,2,False,0,1,19863,43,False,0
Leonel,Urrutia,male,87,False,2,0,0,1,False,2,True,0,4,20304,15,False,3
Marino,Salinas,male,64,False,4,0,1,1,False,3,False,0,4,15304,41,False,2
Melchor,Casas,male,67,False,4,0,1,4,False,2,False,0,1,16013,44,False,0
Lope,Zurita,male,58,False,1,0,0,1,False,2,True,0,2,20121,44,False,0
Beatriz,Bellido,female,82,False,5,0,1,4,False,2,False,0,3,21449,29,False,0
Cecilia,Torres,female,58,True,1,0,2,1,False,2,True,0,3,20321,41,False,0
Bibiana,Ferrán,female,84,False,1,0,1,1,False,2,False,0,1,26206,16,False,3
Simon,Gras,male,59,True,4,0,0,4,False,3,False,0,3,17563,42,False,0
Maria Teresa,Julián,unknown,58,False,2,0,1,1,True,2,False,0,1,13545,24,False,3
Primitiva,Vigil,female,66,True,6,0,8,1,True,3,False,0,3,19937,30,False,0
Anibal,Cañete,male,60,False,3,0,2,1,False,3,True,0,3,36683,43,False,2
Teo,Zamorano,male,61,False,6,0,1,1,False,2,False,0,2,13048,40,False,3
Reinaldo,Coca,male,63,False,2,0,0,1,False,1,False,0,3,39351,22,False,0
Isidoro,Feliu,male,88,False,3,0,1,1,False,3,False,0,4,24188,40,False,0
Natanael,Tena,male,78,False,6,0,5,1,False,2,False,0,4,29134,42,False,3
Vasco,Borja,male,79,False,1,0,2,1,True,1,False,0,3,16472,44,False,0
Roman,Prieto,male,74,False,4,0,2,1,False,3,False,0,4,18551,44,False,3
Aristides,Mateu,male,58,False,3,0,2,1,False,2,False,0,3,23072,41,False,0
Maximo,Vara,unknown,64,False,1,0,4,4,False,1,False,0,2,23823,41,False,0
Sandra,Malo,female,75,False,1,0,1,1,False,2,False,0,3,13709,33,False,0
Moises,Exposito,male,80,True,2,0,0,4,False,2,True,0,3,30359,42,False,1
Ximena,Conde,female,94,False,4,0,1,1,False,2,True,0,4,13321,41,False,0
Alberto,Macías,male,69,False,4,0,1,1,False,2,False,0,3,27081,25,False,0
Rosa Maria,Ibañez,unknown,75,False,5,0,2,1,False,2,False,0,1,19330,39,False,0
Marita,Casanovas,female,65,False,4,0,1,1,True,3,False,0,1,18841,16,False,0
Agueda,Alegre,unknown,80,False,1,0,2,1,False,1,False,0,2,17094,44,False,0
Jonatan,Milla,unknown,65,False,5,0,2,1,False,2,True,0,5,18831,35,False,0
Olga,Priego,female,84,False,6,0,2,1,True,2,False,0,2,21244,42,False,2
Ingrid,Coll,female,69,False,4,0,2,1,False,2,False,0,2,25432,33,False,0
Florentino,Pujol,male,96,True,3,0,2,1,True,2,False,0,2,25394,34,False,0
Merche,Ruiz,unknown,78,False,1,0,2,1,False,2,False,0,4,20612,43,False,2
Pelayo,Rosa,male,67,False,3,0,6,1,True,2,False,0,1,17914,41,False,3
Che,Mulet,andy,78,True,5,2,1,1,False,2,False,0,4,17999,41,False,0
Climaco,Jódar,unknown,78,False,5,0,2,4,False,1,False,0,1,18601,40,False,0
Octavio,Rosselló,male,94,False,5,0,2,1,False,2,False,0,2,20963,39,False,0
Lisandro,Benet,unknown,63,False,1,0,5,4,False,2,False,0,4,17084,42,False,3
Natalia,Olivé,female,60,False,5,0,2,1,False,2,False,0,4,19411,41,False,0
Juan Antonio,Buendía,unknown,70,False,4,0,2,1,True,2,False,0,3,20651,44,False,0
Trinidad,Cordero,female,79,False,5,0,2,1,False,1,False,0,4,21773,43,False,0
Valentina,Bartolomé,female,71,False,4,0,2,1,True,2,False,0,4,10987,34,False,0
Victoriano,Sierra,male,69,True,1,3,2,4,False,3,False,0,2,13865,15,False,0
Jose Luis,Sáenz,unknown,84,False,2,0,1,1,False,2,False,0,4,21191,21,False,2
Chita,Morillo,female,69,False,3,0,0,1,False,3,True,0,2,24302,39,False,0
Herminia,Pinedo,female,82,False,4,0,2,1,False,1,False,0,1,13295,40,False,0
Nicodemo,Moles,male,69,True,5,0,0,4,True,2,False,0,4,21901,40,False,0
Clarisa,Bernat,female,84,False,5,0,2,1,False,2,False,0,3,19392,19,False,0
Jose Luis,Avilés,unknown,68,True,2,0,2,1,False,2,False,0,4,20312,44,False,0
Estefania,Flor,female,67,False,6,0,2,1,False,2,False,0,2,26944,31,False,1
Rosa,Valenzuela,female,63,False,2,0,0,1,False,2,False,0,3,16939,44,False,0
Ruben,Duarte,male,61,False,5,0,1,1,False,3,False,0,3,14542,44,False,1
Daniel,Gascón,male,69,False,2,0,2,1,False,3,True,0,5,27058,40,False,0
Nazario,Lobato,male,76,False,4,0,4,4,False,2,False,0,5,23832,43,False,2
Sandra,Belmonte,female,67,False,5,0,0,2,True,1,False,0,5,15561,43,False,0
Cipriano,Ochoa,male,70,False,1,0,1,1,False,2,True,0,2,18681,41,False,0
Ruy,Mercader,male,69,True,4,0,1,4,True,2,False,0,3,25269,42,False,2
Bonifacio,Juárez,male,64,False,1,0,1,4,False,2,False,1,3,11802,44,False,0
Bruno,Clemente,male,61,False,2,0,2,1,True,2,False,0,3,13108,42,False,2
Elpidio,Iñiguez,male,59,False,1,0,2,1,False,2,False,0,5,18689,43,False,0
Jose Miguel,Ureña,unknown,65,False,4,0,1,4,False,2,True,0,1,20173,43,False,0
Claudio,Torrent,male,63,False,6,0,1,1,True,2,False,0,2,17338,43,False,0
Anastasio,Cárdenas,male,81,False,4,0,1,1,False,1,False,0,3,22727,38,False,2
Jovita,Miranda,female,62,True,4,0,2,1,False,2,False,0,4,11443,44,False,2
Leocadio,Fiol,male,64,False,1,0,0,1,False,3,False,0,1,18838,44,False,3
Bienvenida,Chaparro,female,71,True,2,0,2,1,False,2,False,0,4,17004,43,False,0
Pia,Lloret,female,79,False,1,0,2,2,False,2,False,0,1,16723,23,False,3
Jose Antonio,Torrents,unknown,99,False,6,0,1,1,False,2,False,0,4,21713,26,False,0
Piedad,Salom,female,62,False,2,0,2,4,False,3,False,0,3,15391,35,False,0
Marcelo,Casas,male,75,False,1,0,2,1,False,2,False,0,4,18891,41,False,2
Jesusa,Jerez,female,62,False,3,0,1,1,False,1,False,0,1,11525,15,False,3
Concha,Giralt,female,63,False,5,0,2,1,True,2,False,0,2,21250,41,False,0
Otilia,Castelló,female,60,False,4,0,2,4,True,2,True,0,2,19528,43,False,0
Angelina,Estrada,female,62,False,2,0,0,1,True,2,False,1,1,17599,40,False,0
Abigail,Santiago,female,80,False,5,0,2,1,False,2,False,0,5,26642,40,False,0
Delfina,Tenorio,female,79,False,6,2,1,1,False,3,False,0,4,16994,35,False,0
Ale,Berenguer,male,65,False,1,0,2,1,True,2,False,0,4,15264,43,True,0
Nicanor,Mayoral,male,84,True,1,0,1,2,False,2,False,0,2,15087,41,False,0
Arturo,Tirado,male,69,True,4,0,3,2,True,2,True,0,4,15618,43,False,0
Coral,Losada,female,72,True,6,0,2,1,False,2,False,0,2,17397,41,False,1
Hector,Acevedo,male,73,False,1,0,1,1,False,1,False,0,4,12168,44,False,0
Agata,Cuevas,female,63,False,3,0,0,4,True,2,False,0,2,11882,42,False,0
Fabio,Gelabert,male,72,True,6,0,0,1,False,2,False,0,3,15518,40,False,0
Antonia,Palma,female,79,False,2,0,4,1,True,3,False,0,2,22561,35,False,0
Ofelia,Olmedo,female,69,True,3,0,2,1,False,3,False,0,1,21369,41,False,0
Rico,Blazquez,male,80,True,2,0,1,1,False,2,False,0,5,22939,34,False,3
Aurelio,Vila,male,74,False,4,0,1,4,True,2,False,0,5,19250,41,False,2
Rico,Viñas,male,74,False,4,0,2,1,False,2,False,0,3,18362,44,False,0
Jose Manuel,Barragán,unknown,78,False,2,0,3,1,False,2,True,1,3,16068,42,False,0
Aurea,Sabater,female,82,False,1,0,4,2,True,2,False,0,3,21299,36,False,3
Abraham,Vilaplana,male,69,False,2,0,3,1,True,2,False,0,2,23391,40,False,0
Maria Manuela,Mur,unknown,89,False,1,0,2,1,False,2,False,0,4,21033,42,False,3
Fanny,Diéguez,female,64,True,1,0,2,1,False,1,False,0,1,17567,38,False,3
Dorotea,Villanueva,female,61,False,5,0,1,1,True,1,False,0,1,14247,37,False,3
Iris,Barros,female,70,False,6,0,5,4,False,2,False,1,4,15796,40,False,3
Paco,Vall,male,67,True,6,0,2,4,False,3,False,0,3,21450,40,False,3
Albina,Chaves,female,76,True,6,0,2,1,False,2,False,0,1,17054,42,False,0
Maximiliano,Bonet,male,65,False,1,0,1,1,False,3,False,0,2,30783,32,False,3
Ildefonso,Vizcaíno,male,67,False,4,0,2,2,True,2,False,0,5,16144,40,False,0
Dionisio,Albero,male,66,False,6,2,6,1,False,2,False,0,4,26490,41,False,0
Roxana,Guijarro,female,70,True,3,0,0,4,True,1,False,0,4,16537,40,False,0
Rosario,Pi,male,61,False,6,0,2,4,False,2,False,0,4,18017,40,False,0
Marisela,Llano,female,63,False,6,0,2,1,False,2,False,0,3,14112,41,False,0
Maximiliano,Benavent,male,76,False,6,0,5,1,True,2,False,0,4,14423,42,False,0
Geraldo,Baró,male,67,False,5,0,0,1,False,2,False,0,4,26438,42,False,0
Ceferino,Verdú,male,65,False,4,0,1,1,False,2,False,0,3,23364,42,False,3
Carmen,Paniagua,female,68,True,3,0,3,4,False,3,True,1,4,16332,36,False,0
Maria Jose,Gargallo,unknown,69,False,1,0,2,1,False,2,False,0,2,31803,35,False,0
Lorenza,Rebollo,female,76,False,5,0,1,1,False,2,False,0,3,21262,36,False,0
Lorena,Saldaña,female,58,False,6,0,2,4,False,2,False,0,4,15447,24,False,0
Gonzalo,Cáceres,male,62,False,6,0,1,1,False,2,False,0,2,24789,20,False,0
Gil,Martí,male,80,False,5,0,3,1,False,2,False,0,4,12002,38,False,0
Mamen,Pozo,unknown,62,True,5,0,2,1,False,2,False,0,4,22401,44,False,0
Rosalina,Pla,female,77,False,5,0,2,2,False,2,False,0,5,23222,43,False,0
Dalila,Romeu,female,72,False,4,0,6,4,False,2,False,0,5,19259,37,False,2
Dionisio,Peral,male,64,False,4,0,0,4,True,2,False,0,3,26896,31,False,1
Maria Cristina,Fiol,unknown,81,False,4,0,2,1,True,1,False,0,4,19814,19,False,0
Emiliano,Aliaga,male,74,False,4,0,1,1,False,2,False,0,4,24043,40,False,3
Juanita,Cuesta,female,68,True,2,0,0,4,True,2,False,0,2,28822,44,False,1
Virginia,Pérez,female,72,False,2,0,2,4,False,2,False,0,4,18002,44,False,0
Rodolfo,Alegre,male,62,False,3,0,2,1,True,2,False,0,2,11216,39,False,0
Lucas,Roda,male,71,False,6,0,5,4,False,2,False,0,1,14820,36,False,0
Maria Jesus,Vergara,unknown,68,True,3,0,2,1,False,2,False,0,4,26398,36,False,0
Irma,Oller,female,98,False,2,0,2,2,False,3,True,0,4,16166,40,False,0
Jordan,Abril,male,79,False,4,2,1,1,False,2,False,0,4,19887,42,False,0
Marina,Escolano,female,58,False,2,0,1,1,True,2,False,0,5,22951,41,False,0
Lupe,Blázquez,mostly_female,64,False,6,0,1,1,False,2,False,0,4,27202,38,False,0
Encarnacion,Polo,unknown,60,False,6,0,2,1,False,2,False,0,3,14415,40,False,0
Claudio,Esteban,male,77,False,4,0,0,1,False,2,False,0,3,23995,39,False,0
Marcos,Ródenas,male,83,True,6,0,0,1,True,3,True,0,3,25047,18,False,0
Ale,Gomis,male,93,False,5,0,4,1,False,1,False,0,4,12284,41,False,1
Paulino,Quesada,male,79,False,3,0,2,1,True,3,False,0,5,25580,36,False,0
Nelida,Morell,unknown,80,True,6,0,1,4,False,3,False,0,3,16411,42,False,3
Regina,Quirós,female,88,False,1,0,1,1,True,2,False,0,5,18379,31,False,0
Jose Manuel,Canales,unknown,73,False,1,0,2,1,False,3,False,0,1,17843,42,False,3
Tono,Sandoval,unknown,61,False,2,0,1,1,False,2,False,0,3,11078,25,False,2
Fernando,Ariza,male,73,False,3,0,1,1,False,2,False,1,3,38385,35,False,0
Luis Miguel,Riquelme,unknown,59,False,2,0,1,1,False,1,False,0,4,16508,40,False,0
Edu,Gabaldón,unknown,65,False,6,0,1,1,False,2,False,0,4,16863,42,False,0
Segismundo,Lobo,unknown,84,True,6,0,2,1,False,2,False,0,2,18574,40,False,0
Pelayo,Canales,male,81,False,4,0,5,1,False,2,False,1,3,20122,18,False,3
Adelina,Feliu,female,58,False,2,0,0,1,True,1,False,0,4,11708,21,False,0
Rodrigo,Salmerón,male,59,False,3,2,5,4,False,2,False,0,3,22554,39,False,2
Ernesto,Carrera,male,63,False,3,0,2,4,False,3,False,0,4,12968,44,False,0
Bartolome,Calvo,unknown,83,True,1,0,0,1,True,2,False,0,2,12381,35,False,0
Cesar,Ocaña,male,66,False,1,0,2,1,True,3,True,0,5,17751,41,False,0
Agustin,Romeu,male,68,True,6,0,2,1,False,2,False,0,2,20640,40,False,3
Cristobal,Rivas,unknown,77,False,3,0,2,1,False,2,False,0,1,14908,42,False,0
